# phi1  PHI  phi2
0.000000 0.0 0.0
0.275985 0.0 0.0
0.000000 0.0 0.0
0.507452 0.0 0.0
0.498584 0.0 0.0
0.022300 0.0 0.0
0.053050 0.0 0.0
0.411605 0.0 0.0
0.112888 0.0 0.0
0.747790 0.0 0.0
0.561698 0.0 0.0
0.301676 0.0 0.0
0.451901 0.0 0.0
0.571741 0.0 0.0
0.521312 0.0 0.0
0.535557 0.0 0.0
0.625358 0.0 0.0
0.473300 0.0 0.0
0.736594 0.0 0.0
0.361019 0.0 0.0
0.088786 0.0 0.0
0.031610 0.0 0.0
0.779020 0.0 0.0
0.346537 0.0 0.0
0.443266 0.0 0.0
0.738544 0.0 0.0
0.612646 0.0 0.0
0.720043 0.0 0.0
0.169869 0.0 0.0
0.046104 0.0 0.0
0.361473 0.0 0.0
0.578027 0.0 0.0
0.519025 0.0 0.0
0.785400 0.0 0.0
0.668480 0.0 0.0
0.053596 0.0 0.0
0.515806 0.0 0.0
0.765519 0.0 0.0
0.279442 0.0 0.0
0.115649 0.0 0.0
0.557804 0.0 0.0
0.785400 0.0 0.0
0.457781 0.0 0.0
0.477705 0.0 0.0
0.345435 0.0 0.0
0.427188 0.0 0.0
0.524920 0.0 0.0
0.036715 0.0 0.0
0.588296 0.0 0.0
0.245312 0.0 0.0
0.420469 0.0 0.0
0.220021 0.0 0.0
0.220279 0.0 0.0
0.291910 0.0 0.0
0.144199 0.0 0.0
0.509458 0.0 0.0
0.005247 0.0 0.0
0.213465 0.0 0.0
0.785400 0.0 0.0
0.524352 0.0 0.0
0.376176 0.0 0.0
0.757973 0.0 0.0
0.115646 0.0 0.0
0.573001 0.0 0.0
0.206137 0.0 0.0
0.640607 0.0 0.0
0.097424 0.0 0.0
0.709978 0.0 0.0
0.504358 0.0 0.0
0.673763 0.0 0.0
0.000000 0.0 0.0
0.179099 0.0 0.0
0.755043 0.0 0.0
0.236655 0.0 0.0
0.663135 0.0 0.0
0.002788 0.0 0.0
0.140031 0.0 0.0
0.785400 0.0 0.0
0.595799 0.0 0.0
0.597870 0.0 0.0
0.540963 0.0 0.0
0.660717 0.0 0.0
0.546021 0.0 0.0
0.572884 0.0 0.0
0.322324 0.0 0.0
0.589143 0.0 0.0
0.675030 0.0 0.0
0.451223 0.0 0.0
0.272203 0.0 0.0
0.415824 0.0 0.0
0.359475 0.0 0.0
0.420515 0.0 0.0
0.185998 0.0 0.0
0.512202 0.0 0.0
0.502926 0.0 0.0
0.277058 0.0 0.0
0.101558 0.0 0.0
0.785400 0.0 0.0
0.330974 0.0 0.0
0.612416 0.0 0.0
0.547639 0.0 0.0
0.736637 0.0 0.0
0.406574 0.0 0.0
0.498695 0.0 0.0
0.005490 0.0 0.0
0.282249 0.0 0.0
0.287444 0.0 0.0
0.636153 0.0 0.0
0.184699 0.0 0.0
0.668917 0.0 0.0
0.266014 0.0 0.0
0.529943 0.0 0.0
0.125755 0.0 0.0
0.448070 0.0 0.0
0.277420 0.0 0.0
0.785400 0.0 0.0
0.415484 0.0 0.0
0.468805 0.0 0.0
0.144641 0.0 0.0
0.331221 0.0 0.0
0.096395 0.0 0.0
0.169387 0.0 0.0
0.504999 0.0 0.0
0.661488 0.0 0.0
0.648710 0.0 0.0
0.638106 0.0 0.0
0.369075 0.0 0.0
0.764963 0.0 0.0
0.267849 0.0 0.0
0.770301 0.0 0.0
0.617682 0.0 0.0
0.097737 0.0 0.0
0.059870 0.0 0.0
0.519630 0.0 0.0
0.721214 0.0 0.0
0.475918 0.0 0.0
0.140926 0.0 0.0
0.711740 0.0 0.0
0.264348 0.0 0.0
0.602007 0.0 0.0
0.568632 0.0 0.0
0.282831 0.0 0.0
0.404215 0.0 0.0
0.284136 0.0 0.0
0.042718 0.0 0.0
0.217316 0.0 0.0
0.377444 0.0 0.0
0.354292 0.0 0.0
0.447313 0.0 0.0
0.732619 0.0 0.0
0.785400 0.0 0.0
0.765289 0.0 0.0
0.657810 0.0 0.0
0.147590 0.0 0.0
0.356263 0.0 0.0
0.701217 0.0 0.0
0.186978 0.0 0.0
0.510026 0.0 0.0
0.766660 0.0 0.0
0.007353 0.0 0.0
0.129858 0.0 0.0
0.591101 0.0 0.0
0.562338 0.0 0.0
0.474217 0.0 0.0
0.704066 0.0 0.0
0.041846 0.0 0.0
0.676095 0.0 0.0
0.776741 0.0 0.0
0.251699 0.0 0.0
0.296179 0.0 0.0
0.485964 0.0 0.0
0.600461 0.0 0.0
0.313455 0.0 0.0
0.700306 0.0 0.0
0.724372 0.0 0.0
0.705839 0.0 0.0
0.381136 0.0 0.0
0.597119 0.0 0.0
0.571132 0.0 0.0
0.767283 0.0 0.0
0.415116 0.0 0.0
0.070866 0.0 0.0
0.361383 0.0 0.0
0.585585 0.0 0.0
0.383556 0.0 0.0
0.497560 0.0 0.0
0.574937 0.0 0.0
0.649297 0.0 0.0
0.732805 0.0 0.0
0.698193 0.0 0.0
0.515316 0.0 0.0
0.309182 0.0 0.0
0.743703 0.0 0.0
0.431263 0.0 0.0
0.676587 0.0 0.0
0.193801 0.0 0.0
0.645090 0.0 0.0
0.316580 0.0 0.0
0.318195 0.0 0.0
0.426623 0.0 0.0
0.297675 0.0 0.0
0.124862 0.0 0.0
0.625284 0.0 0.0
0.719935 0.0 0.0
0.255032 0.0 0.0
0.360379 0.0 0.0
0.512648 0.0 0.0
0.281643 0.0 0.0
0.141467 0.0 0.0
0.419583 0.0 0.0
0.114626 0.0 0.0
