# phi1  PHI  phi2
5.062028 0.0 0.0
4.759845 0.0 0.0
1.880753 0.0 0.0
3.594011 0.0 0.0
3.747928 0.0 0.0
3.717087 0.0 0.0
0.033214 0.0 0.0
3.261936 0.0 0.0
4.815534 0.0 0.0
3.055850 0.0 0.0
0.479477 0.0 0.0
4.494502 0.0 0.0
2.807321 0.0 0.0
3.332784 0.0 0.0
1.261224 0.0 0.0
3.300691 0.0 0.0
3.012380 0.0 0.0
4.237954 0.0 0.0
0.321172 0.0 0.0
4.907543 0.0 0.0
1.836008 0.0 0.0
4.161661 0.0 0.0
4.590841 0.0 0.0
2.951717 0.0 0.0
0.578903 0.0 0.0
2.396878 0.0 0.0
5.732533 0.0 0.0
3.547406 0.0 0.0
2.830925 0.0 0.0
0.496770 0.0 0.0
3.642205 0.0 0.0
5.371891 0.0 0.0
4.747776 0.0 0.0
1.787070 0.0 0.0
0.305499 0.0 0.0
1.873632 0.0 0.0
2.663183 0.0 0.0
3.542816 0.0 0.0
0.276150 0.0 0.0
3.096028 0.0 0.0
1.613693 0.0 0.0
3.073896 0.0 0.0
0.614682 0.0 0.0
2.175457 0.0 0.0
2.570194 0.0 0.0
2.972635 0.0 0.0
5.795703 0.0 0.0
1.428477 0.0 0.0
0.574274 0.0 0.0
2.640053 0.0 0.0
1.225803 0.0 0.0
2.170173 0.0 0.0
1.939396 0.0 0.0
0.000000 0.0 0.0
1.685249 0.0 0.0
1.352185 0.0 0.0
4.413880 0.0 0.0
3.871096 0.0 0.0
4.352495 0.0 0.0
0.000000 0.0 0.0
3.125445 0.0 0.0
0.450207 0.0 0.0
0.070496 0.0 0.0
4.712627 0.0 0.0
2.916176 0.0 0.0
5.703565 0.0 0.0
3.368277 0.0 0.0
0.232787 0.0 0.0
2.720287 0.0 0.0
2.523898 0.0 0.0
2.685134 0.0 0.0
0.000000 0.0 0.0
0.028728 0.0 0.0
0.000000 0.0 0.0
4.836635 0.0 0.0
4.497236 0.0 0.0
4.615568 0.0 0.0
1.995340 0.0 0.0
5.323216 0.0 0.0
5.752107 0.0 0.0
0.790354 0.0 0.0
1.291432 0.0 0.0
0.496897 0.0 0.0
5.787985 0.0 0.0
5.300113 0.0 0.0
1.518175 0.0 0.0
4.836893 0.0 0.0
0.308020 0.0 0.0
1.382621 0.0 0.0
1.708102 0.0 0.0
4.675578 0.0 0.0
2.597181 0.0 0.0
4.013833 0.0 0.0
2.367061 0.0 0.0
0.703799 0.0 0.0
3.147016 0.0 0.0
1.783881 0.0 0.0
4.233668 0.0 0.0
0.778032 0.0 0.0
1.825904 0.0 0.0
5.092785 0.0 0.0
5.428419 0.0 0.0
3.036999 0.0 0.0
2.826011 0.0 0.0
4.753489 0.0 0.0
