# phi1     PHI     phi2
0.610734 1.057507 0.482267
6.215317 1.994354 3.512685
0.231756 1.617824 6.138459
4.637792 1.573957 4.558156
5.754821 2.743633 1.065845
4.822110 1.909510 5.838738
5.709591 3.065573 2.039536
3.023890 0.369755 5.596985
0.699896 0.806832 0.237941
1.350420 1.112061 5.794702
1.748566 1.472312 5.909798
5.484233 0.928079 2.847920
5.185101 1.073232 0.517284
6.041758 1.479828 3.343256
4.645752 0.916560 2.011024
4.679625 1.457198 5.367521
0.832052 1.426010 5.518573
0.886901 1.559767 2.908311
1.599053 2.486689 5.243726
0.504899 1.073265 2.738166
2.892889 2.264165 1.433504
0.071753 2.230298 1.358760
2.004902 1.381204 0.442911
0.235063 2.321450 4.053902
3.790830 1.042381 4.920327
3.329633 2.331373 2.762339
1.193613 1.802762 4.310116
0.705590 0.394424 5.540504
5.373092 1.352942 1.909002
2.285612 1.285343 3.537606
0.153891 2.078320 0.456243
4.622122 1.382078 4.503768
3.228279 1.519043 2.614953
5.188436 1.498752 4.024796
2.998495 1.484501 4.200229
1.070091 0.510373 5.800297
4.256514 2.552044 1.122692
1.528400 1.255633 2.379595
0.705905 2.209325 3.036345
4.229385 1.400585 0.898821
1.402580 1.361291 4.338566
3.740366 2.071323 4.760931
5.505586 1.935599 5.207184
0.050569 0.821159 1.706815
5.590789 0.917800 0.017501
1.034995 1.691101 5.801920
5.541550 1.219206 4.866171
4.046154 0.915812 4.289962
0.696189 1.170865 1.707390
0.786204 2.322057 5.712132
1.226938 2.438609 5.953486
0.481369 1.459629 0.526244
1.767685 0.937433 1.426895
5.899926 2.633056 2.814610
3.216568 2.433415 5.805091
0.066344 1.661758 3.523631
5.434642 2.603791 1.496871
0.036573 1.518587 5.297883
1.363400 1.717986 5.190043
2.210669 2.189036 5.082611
5.311765 1.328748 4.789297
3.479660 1.524418 3.940238
5.478111 2.198282 3.909020
4.124792 2.861538 1.587081
5.553088 1.078315 2.362948
3.888338 1.813444 1.043928
3.253374 1.130083 4.823096
1.642865 1.858197 2.828693
1.227402 1.811848 1.591315
2.984022 2.275020 1.456017
3.006480 0.884500 3.683281
2.258694 0.818313 4.047004
4.472259 0.777542 3.463306
3.228982 2.301609 5.836038
2.241055 0.877093 2.783045
1.668958 0.770342 5.033344
2.927946 2.056080 4.211420
0.074642 0.827469 6.243666
0.968638 1.419433 1.472795
5.108173 1.874952 0.314987
0.315313 2.467030 2.556037
3.306086 1.847042 4.069097
3.602187 2.091162 2.609879
3.122677 1.284992 0.622566
2.302397 0.515167 0.119958
0.250061 1.981651 3.966226
2.601833 0.654243 1.053975
3.351984 2.363939 1.090998
5.173212 2.117542 0.537787
3.281806 1.501781 1.376386
5.004138 0.794812 0.289585
4.574159 0.467097 4.032159
5.129696 2.118285 1.209886
3.994718 0.941433 0.555114
6.255832 2.797378 3.854473
0.395150 1.007516 2.847914
3.438420 2.005508 3.857165
2.703281 0.964205 0.967960
2.433267 1.870141 5.914370
0.780457 1.635688 3.950301
2.126703 0.769492 4.222903
2.529704 1.005651 5.502871
5.451751 2.559815 6.122381
4.563763 2.039743 0.331310
0.669777 1.048119 2.161111
6.275283 1.789919 1.655566
2.318972 1.079260 4.084610
4.328017 0.845907 6.259269
5.296523 0.236085 2.609031
0.340913 3.066341 0.180581
0.934392 1.563265 2.491266
4.283043 1.127538 0.429378
5.678918 0.823173 2.697159
1.720045 1.108607 0.889706
5.646285 0.475782 2.551942
2.978685 1.212136 1.773948
3.388221 0.523197 1.904598
1.692387 0.902640 5.046512
4.507671 1.050267 2.775324
6.172463 1.542330 1.055943
3.280403 0.807816 0.632291
1.724604 1.258339 3.893022
2.922138 0.572123 2.745627
6.038515 1.767588 4.811652
3.970608 2.003915 0.613471
5.483952 2.365166 3.913215
2.697546 0.389716 4.221667
0.483789 1.826847 6.114039
3.454159 0.886600 0.680644
1.300399 2.053920 5.130228
2.931525 1.720796 2.145503
1.040319 1.869738 0.462731
3.374544 0.599244 1.105395
3.896547 1.813348 2.048119
4.684171 0.952915 5.254542
2.282265 1.963452 0.697220
4.016794 1.950843 1.769904
3.494483 1.675470 3.688027
5.926116 2.479125 4.488400
3.810452 0.856221 1.611115
1.033168 2.259386 1.136009
3.715379 1.231911 5.827406
3.477027 2.400661 4.036198
4.318316 1.574866 5.203155
4.628505 1.346254 1.435211
3.938659 2.602021 1.371178
1.811640 0.598121 1.898274
4.593462 0.838911 5.153769
2.054458 2.100252 6.098577
2.845873 1.886042 3.228152
5.326506 1.434510 6.012595
0.852148 0.844611 1.374935
3.475979 1.269021 2.441474
3.538975 1.057239 0.924263
0.762326 0.880044 1.864642
2.714256 1.950854 1.012197
6.241015 1.317385 0.158924
1.650410 0.792806 0.607878
0.591059 1.405131 2.897070
2.523001 1.318694 1.617009
1.825475 1.528882 2.438708
1.059234 2.046242 2.064970
2.989338 1.131808 1.785062
2.929610 3.094389 1.208350
1.685815 3.101248 5.891327
4.132661 0.307481 0.429092
4.756686 1.657708 4.257003
3.284126 2.505101 1.507369
2.971332 2.786882 3.428353
5.504277 1.482323 2.430603
5.126803 1.400333 2.159194
2.969517 0.817037 0.753025
2.570705 1.407482 3.567948
1.944543 2.783365 5.928238
6.072289 1.656429 3.353808
4.050275 2.278078 3.524418
2.195968 1.964792 3.541358
3.659084 1.030325 5.697901
5.170525 2.503300 2.359472
1.133284 1.088339 0.337560
5.533448 2.825204 5.990604
5.096443 1.000676 0.750253
6.115637 0.755448 5.953125
2.831676 0.299641 1.700446
2.741031 1.651352 2.963546
6.028353 1.751969 6.167172
6.176943 1.419662 5.378341
5.921368 2.133402 2.092681
6.011714 1.463637 2.371497
6.141705 2.179631 1.509106
1.806533 0.618940 6.045364
0.286777 0.976168 5.633292
5.218476 0.810786 1.254646
5.540462 1.374713 1.221624
4.667609 1.773851 3.257347
2.146315 2.266116 3.134244
4.741403 1.634003 3.608263
5.295774 1.748757 2.977144
5.753144 0.749973 2.089573
4.141718 2.101021 1.661896
1.491768 0.348805 5.717793
5.884736 2.216473 2.126101
1.798582 1.920127 3.583303
5.854620 1.709284 1.013970
4.580149 2.281622 4.179403
4.440522 2.085900 4.740266
1.962691 2.124565 6.179848
0.623804 3.010136 0.996499
4.315639 0.195766 2.487479
1.524154 0.788432 4.565929
1.447923 1.235952 5.769875
6.170693 0.205626 5.400654
2.733469 1.858843 3.925079
0.514905 2.669743 6.228621
0.318044 1.781886 3.605832
5.058729 2.347415 5.854862
1.812872 1.911485 0.634230
4.724984 1.633248 0.001408
4.880613 2.110870 2.334800
0.830111 2.434688 0.371172
0.583203 0.490714 0.977953
1.918011 1.268105 0.977403
4.170431 2.431005 3.283777
2.997604 1.829936 3.133901
5.445933 2.295746 4.633884
2.739314 2.243013 1.967815
5.241608 2.559446 4.087092
2.002048 2.362367 3.279759
6.273952 1.512562 0.184559
5.785930 0.892487 5.668656
4.204875 0.993032 0.157807
4.381403 1.480870 4.467372
2.052141 1.287386 0.091773
1.631183 1.601574 0.799513
4.843179 0.554199 1.366567
1.424878 1.102226 5.587677
1.378312 0.764893 4.735615
4.971714 2.004704 4.547160
4.229413 0.771213 5.887268
3.601586 2.330794 6.169952
4.328662 1.207935 5.776694
4.349329 2.222313 3.754067
3.916072 0.919384 1.876011
5.419565 1.760000 2.429478
3.620201 0.701674 4.974620
1.570027 1.262960 1.806337
1.755016 2.460388 6.123347
0.571551 1.263169 2.292784
0.963485 1.297526 0.072460
6.261634 2.606592 4.410629
5.124063 1.931401 0.850784
3.986880 0.953069 2.925803
2.247357 1.114456 2.054365
0.526522 2.499184 4.156530
5.422414 0.189111 4.024465
3.643687 1.715658 1.207962
0.375850 1.348071 2.440017
0.784450 2.432104 6.245619
3.982927 2.553861 0.036116
5.665571 1.686690 3.689892
4.484533 1.520169 0.592829
5.216989 2.369960 4.323863
5.247585 2.221210 5.286685
3.286288 0.805638 5.024834
0.718090 2.016797 3.696557
0.428618 2.625114 4.446004
4.251793 2.161508 5.594858
4.440012 0.994292 5.068309
4.451787 2.480547 4.690861
5.827981 2.291474 2.094566
5.607538 0.337386 5.239421
5.341268 1.905146 6.274164
3.901372 1.315327 2.217970
4.076045 1.043575 5.954143
4.502863 0.529028 0.440804
2.520854 0.754440 3.718960
2.882844 2.489833 1.944839
1.663985 1.093163 5.528938
5.121267 1.053107 3.390138
4.487519 1.500994 4.708522
0.899292 0.925727 3.731469
4.902377 2.756076 3.884189
1.193258 0.514874 5.577079
3.853235 2.327044 6.073834
5.660471 2.275520 3.720325
1.716083 1.515551 5.789272
0.400674 1.475810 2.975111
0.043077 1.346625 3.426945
2.123353 1.591405 0.115984
5.132672 0.516368 6.188388
0.123587 2.341858 4.990614
4.552788 2.063070 1.833443
2.657744 2.087804 2.377194
3.946656 2.257854 1.135493
4.605872 0.507952 0.499374
1.405805 2.134986 3.887457
2.586463 1.282887 6.096951
3.226931 1.648481 3.424675
1.379145 2.298033 0.357785
1.018102 1.372981 1.440485
5.795975 2.282250 4.251966
2.573147 1.342510 3.352679
2.984230 2.760479 1.378765
4.447880 1.882285 1.171888
3.801831 2.169770 5.600338
4.050624 2.077737 5.391235
1.374574 0.763554 4.248223
0.049905 0.633884 4.318145
0.522853 1.640486 5.305919
2.969445 2.360845 3.488156
4.158158 1.716742 4.845536
4.460214 1.368743 5.423552
4.277795 0.844840 0.980876
1.321679 0.756891 6.049107
1.872966 2.496539 0.780907
1.895731 3.097396 1.935516
1.923594 1.978996 3.908353
3.147405 1.108907 3.807203
1.802978 0.748176 0.275823
4.732889 1.152640 5.280120
2.434717 1.790237 2.362156
2.908130 0.122108 2.707078
1.888573 1.622270 4.269547
3.966654 1.533983 2.551998
3.335398 2.346652 1.403249
2.661660 1.077411 3.989880
5.971795 1.632818 2.401162
1.809527 2.351523 3.475486
5.367323 1.583932 1.003489
3.675486 2.454443 4.913419
3.648349 2.108726 0.951579
2.330836 1.825366 3.333669
1.777122 1.413978 3.016489
4.741600 2.352171 0.360283
2.004332 1.727071 0.048099
2.505039 1.395476 2.228728
0.502023 0.919574 1.581366
2.281748 1.056880 3.884444
5.773700 2.006116 1.745734
0.644579 2.258802 1.275116
1.172518 0.945042 5.155292
1.325361 2.387296 1.917338
5.068374 2.496943 5.222683
0.084362 2.082478 2.422681
1.466640 1.485878 3.743166
5.126126 1.402586 2.631994
1.546199 1.379814 3.172885
2.690026 2.684877 4.113998
0.510865 1.687977 6.205910
5.640407 1.904362 4.640608
5.472688 1.480313 1.196367
4.085133 1.362837 5.491313
0.923148 1.815872 0.822433
3.340574 1.006909 0.648318
1.561987 0.175543 4.769382
4.593501 1.465845 3.026451
0.352876 1.684664 2.977023
5.545871 0.808770 1.919418
2.769452 0.995479 3.016143
0.562808 0.967048 3.512099
3.273196 0.969425 0.176577
3.205593 0.764882 4.206115
4.167339 0.977074 3.916966
4.129409 2.072279 4.029517
4.297097 1.994813 2.529550
4.910373 1.829520 3.637697
0.704300 0.921600 3.522343
3.214997 0.968858 0.439496
0.587434 2.604189 6.071385
1.593985 1.850679 1.011184
4.475476 1.827229 6.019830
2.319708 2.637253 1.263276
6.182613 1.128713 0.615495
5.420259 1.810601 2.345571
5.561451 2.166137 0.175375
0.746194 1.083667 0.538948
2.043478 0.449488 2.351545
2.275731 2.295684 1.510738
2.420228 0.354297 4.355825
4.598371 1.412492 2.135582
5.635452 0.927581 3.806932
5.767959 1.136495 2.206569
1.268488 1.345098 2.235698
0.172454 2.420900 0.822642
1.426711 1.184272 4.420992
2.039241 2.143087 0.083732
5.128520 0.905305 2.202679
2.903477 0.689296 1.342275
3.255875 2.325977 0.953910
2.967276 0.657832 4.278516
1.136915 2.256395 5.217951
5.514555 0.910897 2.792345
3.165502 1.536465 0.897340
3.801535 1.267597 5.547948
1.685040 0.812718 1.464349
0.325318 1.357818 0.911069
5.053046 0.769362 0.411767
1.998780 2.736185 6.219861
4.962399 1.060251 5.638811
5.235570 0.628328 2.179798
3.761895 1.031902 5.170992
5.330888 2.015800 3.000523
3.950551 1.725078 0.760463
5.448318 0.782905 3.230739
2.186016 0.891121 1.868055
2.553312 0.557800 5.350504
5.756017 1.733633 4.637326
4.760776 2.559130 3.383036
